"dropoff_zone","pickup_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","color","n","pickup_borough","dropoff_borough"
"East Village","Lower East Side",8,-73.9842724,40.715033,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Clinton East",2,-73.9918181,40.7637581,-73.9815337,40.7264773,"yellow",200,"Manhattan","Manhattan"
"East Village","Garment District",6,-73.9916342,40.7547072,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Meatpacking/West Village West",18,-74.0085128,40.7406973,-73.9815337,40.7264773,"yellow",500,"Manhattan","Manhattan"
"East Village","Upper East Side North",14,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","East Village",0,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",720,"Manhattan","Manhattan"
"East Village","Times Sq/Theatre District",12,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",190,"Manhattan","Manhattan"
"East Village","Murray Hill",2,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Upper East Side North",0,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","West Village",12,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","Meatpacking/West Village West",4,-74.0085128,40.7406973,-73.9815337,40.7264773,"yellow",150,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",2,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",1120,"Manhattan","Manhattan"
"East Village","South Williamsburg",20,-73.9570696,40.7081156,-73.9815337,40.7264773,"yellow",100,"Brooklyn","Manhattan"
"East Village","Breezy Point/Fort Tilden/Riis Beach",18,-74.0059413,40.7127837,-73.9815337,40.7264773,"yellow",300,"Queens","Manhattan"
"East Village","SoHo",22,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",750,"Manhattan","Manhattan"
"East Village","Chinatown",14,-73.9970307,40.7157509,-73.9815337,40.7264773,"yellow",200,"Manhattan","Manhattan"
"East Village","South Williamsburg",0,-73.9570696,40.7081156,-73.9815337,40.7264773,"yellow",250,"Brooklyn","Manhattan"
"East Village","Stuyvesant Heights",4,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",140,"Brooklyn","Manhattan"
"East Village","Greenwich Village North",0,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",1450,"Manhattan","Manhattan"
"East Village","SoHo",8,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","SoHo",16,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",540,"Manhattan","Manhattan"
"East Village","Upper East Side North",22,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",310,"Manhattan","Manhattan"
"East Village","Gramercy",12,-73.9818443,40.7376407,-73.9815337,40.7264773,"yellow",340,"Manhattan","Manhattan"
"East Village","Murray Hill",10,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",210,"Manhattan","Manhattan"
"East Village","Greenwich Village North",16,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",510,"Manhattan","Manhattan"
"East Village","Kips Bay",12,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",400,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",22,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",310,"Manhattan","Manhattan"
"East Village","Murray Hill",18,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",770,"Manhattan","Manhattan"
"East Village","Gramercy",8,-73.9818443,40.7376407,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","Lower East Side",6,-73.9842724,40.715033,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Hudson Sq",20,-74.0074731,40.7265834,-73.9815337,40.7264773,"yellow",340,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",8,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",340,"Brooklyn","Manhattan"
"East Village","West Village",4,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Flatiron",14,-73.9896986,40.7410605,-73.9815337,40.7264773,"yellow",450,"Manhattan","Manhattan"
"East Village","East Village",20,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",590,"Manhattan","Manhattan"
"East Village","Gramercy",18,-73.9818443,40.7376407,-73.9815337,40.7264773,"yellow",740,"Manhattan","Manhattan"
"East Village","Seaport",16,-74.006884,40.711197,-73.9815337,40.7264773,"yellow",230,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",20,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",320,"Manhattan","Manhattan"
"East Village","UN/Turtle Bay South",0,-73.9694292,40.7507161,-73.9815337,40.7264773,"yellow",130,"Manhattan","Manhattan"
"East Village","Lenox Hill East",20,-73.9602312,40.7662315,-73.9815337,40.7264773,"yellow",320,"Manhattan","Manhattan"
"East Village","Chinatown",20,-73.9970307,40.7157509,-73.9815337,40.7264773,"yellow",330,"Manhattan","Manhattan"
"East Village","Greenwich Village North",4,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Garment District",16,-73.9916342,40.7547072,-73.9815337,40.7264773,"yellow",600,"Manhattan","Manhattan"
"East Village","Williamsburg (South Side)",22,-73.9517335,40.7079936,-73.9815337,40.7264773,"green",152,"Brooklyn","Manhattan"
"East Village","Kips Bay",18,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",1020,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",8,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",8,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",290,"Manhattan","Manhattan"
"East Village","Seaport",14,-74.006884,40.711197,-73.9815337,40.7264773,"yellow",200,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",8,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",130,"Manhattan","Manhattan"
"East Village","Alphabet City",2,-73.9785952,40.7260601,-73.9815337,40.7264773,"yellow",170,"Manhattan","Manhattan"
"East Village","World Trade Center",16,-74.0131196,40.7118011,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Greenwich Village North",14,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",390,"Manhattan","Manhattan"
"East Village","Williamsburg (North Side)",16,-73.9634429,40.7190424,-73.9815337,40.7264773,"green",116,"Brooklyn","Manhattan"
"East Village","Alphabet City",20,-73.9785952,40.7260601,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Gramercy",6,-73.9818443,40.7376407,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Midtown North",14,-73.9840195,40.7549309,-73.9815337,40.7264773,"yellow",130,"Manhattan","Manhattan"
"East Village","Upper East Side North",16,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",210,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",2,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",210,"Manhattan","Manhattan"
"East Village","Midtown North",10,-73.9840195,40.7549309,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Sutton Place/Turtle Bay North",12,-73.9601669,40.7580204,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","West Village",18,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",400,"Manhattan","Manhattan"
"East Village","Chinatown",22,-73.9970307,40.7157509,-73.9815337,40.7264773,"yellow",450,"Manhattan","Manhattan"
"East Village","World Trade Center",22,-74.0131196,40.7118011,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",18,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",2040,"Manhattan","Manhattan"
"East Village","Yorkville East",22,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",240,"Manhattan","Manhattan"
"East Village","Midtown North",12,-73.9840195,40.7549309,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Garment District",20,-73.9916342,40.7547072,-73.9815337,40.7264773,"yellow",1130,"Manhattan","Manhattan"
"East Village","East Chelsea",4,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Gramercy",16,-73.9818443,40.7376407,-73.9815337,40.7264773,"yellow",270,"Manhattan","Manhattan"
"East Village","UN/Turtle Bay South",16,-73.9694292,40.7507161,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",14,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",280,"Manhattan","Manhattan"
"East Village","Midtown East",10,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",10,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",270,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",16,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",850,"Brooklyn","Manhattan"
"East Village","UN/Turtle Bay South",18,-73.9694292,40.7507161,-73.9815337,40.7264773,"yellow",400,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",6,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",110,"Brooklyn","Manhattan"
"East Village","East Chelsea",0,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",550,"Manhattan","Manhattan"
"East Village","Financial District North",0,-74.0112764,40.7074909,-73.9815337,40.7264773,"yellow",250,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",10,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",12,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",840,"Manhattan","Manhattan"
"East Village","East Village",18,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",550,"Manhattan","Manhattan"
"East Village","East Village",12,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",270,"Manhattan","Manhattan"
"East Village","Kips Bay",4,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Hudson Sq",22,-74.0074731,40.7265834,-73.9815337,40.7264773,"yellow",310,"Manhattan","Manhattan"
"East Village","Breezy Point/Fort Tilden/Riis Beach",16,-74.0059413,40.7127837,-73.9815337,40.7264773,"yellow",120,"Queens","Manhattan"
"East Village","Midtown Center",18,-73.9784137,40.7553676,-73.9815337,40.7264773,"yellow",890,"Manhattan","Manhattan"
"East Village","JFK Airport",6,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",130,"Queens","Manhattan"
"East Village","Murray Hill",20,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",890,"Manhattan","Manhattan"
"East Village","Yorkville East",8,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Midtown Center",10,-73.9784137,40.7553676,-73.9815337,40.7264773,"yellow",290,"Manhattan","Manhattan"
"East Village","Midtown Center",0,-73.9784137,40.7553676,-73.9815337,40.7264773,"yellow",260,"Manhattan","Manhattan"
"East Village","South Williamsburg",22,-73.9570696,40.7081156,-73.9815337,40.7264773,"yellow",160,"Brooklyn","Manhattan"
"East Village","Kips Bay",8,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Flatiron",12,-73.9896986,40.7410605,-73.9815337,40.7264773,"yellow",350,"Manhattan","Manhattan"
"East Village","Greenwich Village North",18,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",1000,"Manhattan","Manhattan"
"East Village","Yorkville East",18,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",440,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",10,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",420,"Brooklyn","Manhattan"
"East Village","Union Sq",18,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",1890,"Manhattan","Manhattan"
"East Village","Greenwich Village North",12,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",450,"Manhattan","Manhattan"
"East Village","Battery Park",18,-74.0170279,40.7032775,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Lenox Hill East",18,-73.9602312,40.7662315,-73.9815337,40.7264773,"yellow",350,"Manhattan","Manhattan"
"East Village","SoHo",14,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",330,"Manhattan","Manhattan"
"East Village","Breezy Point/Fort Tilden/Riis Beach",0,-74.0059413,40.7127837,-73.9815337,40.7264773,"yellow",200,"Queens","Manhattan"
"East Village","Meatpacking/West Village West",20,-74.0085128,40.7406973,-73.9815337,40.7264773,"yellow",370,"Manhattan","Manhattan"
"East Village","East Village",10,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",220,"Manhattan","Manhattan"
"East Village","SoHo",4,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",170,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",12,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",300,"Manhattan","Manhattan"
"East Village","Union Sq",6,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Seaport",6,-74.006884,40.711197,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",16,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",360,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",18,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",910,"Manhattan","Manhattan"
"East Village","UN/Turtle Bay South",20,-73.9694292,40.7507161,-73.9815337,40.7264773,"yellow",190,"Manhattan","Manhattan"
"East Village","Clinton East",18,-73.9918181,40.7637581,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Midtown East",16,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",280,"Manhattan","Manhattan"
"East Village","Battery Park City",22,-74.0160576,40.7122172,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Union Sq",0,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",710,"Manhattan","Manhattan"
"East Village","West Village",2,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",360,"Manhattan","Manhattan"
"East Village","Financial District North",20,-74.0112764,40.7074909,-73.9815337,40.7264773,"yellow",560,"Manhattan","Manhattan"
"East Village","Hudson Sq",12,-74.0074731,40.7265834,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Breezy Point/Fort Tilden/Riis Beach",22,-74.0059413,40.7127837,-73.9815337,40.7264773,"yellow",220,"Queens","Manhattan"
"East Village","Lincoln Square East",18,-73.9844722,40.773828,-73.9815337,40.7264773,"yellow",280,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",6,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",20,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",2220,"Manhattan","Manhattan"
"East Village","Upper East Side North",20,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",320,"Manhattan","Manhattan"
"East Village","Lenox Hill East",22,-73.9602312,40.7662315,-73.9815337,40.7264773,"yellow",220,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",20,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",1620,"Brooklyn","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",0,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",270,"Manhattan","Manhattan"
"East Village","Union Sq",16,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",810,"Manhattan","Manhattan"
"East Village","Murray Hill",0,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",330,"Manhattan","Manhattan"
"East Village","Hudson Sq",0,-74.0074731,40.7265834,-73.9815337,40.7264773,"yellow",170,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",12,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",720,"Brooklyn","Manhattan"
"East Village","East Village",6,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","West Village",10,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Greenwich Village North",22,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",1610,"Manhattan","Manhattan"
"East Village","Midtown North",0,-73.9840195,40.7549309,-73.9815337,40.7264773,"yellow",290,"Manhattan","Manhattan"
"East Village","World Trade Center",12,-74.0131196,40.7118011,-73.9815337,40.7264773,"yellow",260,"Manhattan","Manhattan"
"East Village","Breezy Point/Fort Tilden/Riis Beach",12,-74.0059413,40.7127837,-73.9815337,40.7264773,"yellow",110,"Queens","Manhattan"
"East Village","JFK Airport",18,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",320,"Queens","Manhattan"
"East Village","SoHo",20,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",950,"Manhattan","Manhattan"
"East Village","SoHo",12,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",280,"Manhattan","Manhattan"
"East Village","Battery Park City",18,-74.0160576,40.7122172,-73.9815337,40.7264773,"yellow",250,"Manhattan","Manhattan"
"East Village","Yorkville East",16,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",190,"Manhattan","Manhattan"
"East Village","Times Sq/Theatre District",18,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",330,"Manhattan","Manhattan"
"East Village","Lincoln Square East",20,-73.9844722,40.773828,-73.9815337,40.7264773,"yellow",220,"Manhattan","Manhattan"
"East Village","Times Sq/Theatre District",10,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",260,"Manhattan","Manhattan"
"East Village","Sutton Place/Turtle Bay North",22,-73.9601669,40.7580204,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Seaport",0,-74.006884,40.711197,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Kips Bay",0,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",700,"Manhattan","Manhattan"
"East Village","Upper East Side North",12,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Central Park",18,-73.9741874,40.7711329,-73.9815337,40.7264773,"yellow",260,"Manhattan","Manhattan"
"East Village","Battery Park",10,-74.0170279,40.7032775,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Battery Park",14,-74.0170279,40.7032775,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Lower East Side",0,-73.9842724,40.715033,-73.9815337,40.7264773,"yellow",750,"Manhattan","Manhattan"
"East Village","Midtown East",0,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",350,"Manhattan","Manhattan"
"East Village","Union Sq",2,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","World Trade Center",20,-74.0131196,40.7118011,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","World Trade Center",18,-74.0131196,40.7118011,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Stuy Town/Peter Cooper Village",18,-73.9778494,40.7316903,-73.9815337,40.7264773,"yellow",400,"Manhattan","Manhattan"
"East Village","SoHo",0,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",610,"Manhattan","Manhattan"
"East Village","Union Sq",10,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",480,"Manhattan","Manhattan"
"East Village","Upper East Side North",8,-73.9565551,40.7735649,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","JFK Airport",0,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",230,"Queens","Manhattan"
"East Village","Williamsburg (South Side)",0,-73.9517335,40.7079936,-73.9815337,40.7264773,"green",178,"Brooklyn","Manhattan"
"East Village","Garment District",18,-73.9916342,40.7547072,-73.9815337,40.7264773,"yellow",1100,"Manhattan","Manhattan"
"East Village","Midtown East",12,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","Lenox Hill East",16,-73.9602312,40.7662315,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Lincoln Square East",22,-73.9844722,40.773828,-73.9815337,40.7264773,"yellow",350,"Manhattan","Manhattan"
"East Village","Midtown East",20,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",630,"Manhattan","Manhattan"
"East Village","Greenwich Village North",6,-74.0027418,40.7335719,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","Union Sq",14,-73.9910835,40.7358633,-73.9815337,40.7264773,"yellow",680,"Manhattan","Manhattan"
"East Village","Chinatown",0,-73.9970307,40.7157509,-73.9815337,40.7264773,"yellow",440,"Manhattan","Manhattan"
"East Village","Seaport",12,-74.006884,40.711197,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","Lenox Hill East",0,-73.9602312,40.7662315,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","West Village",22,-74.0035709,40.735781,-73.9815337,40.7264773,"yellow",670,"Manhattan","Manhattan"
"East Village","Chinatown",12,-73.9970307,40.7157509,-73.9815337,40.7264773,"yellow",190,"Manhattan","Manhattan"
"East Village","Alphabet City",22,-73.9785952,40.7260601,-73.9815337,40.7264773,"yellow",170,"Manhattan","Manhattan"
"East Village","Alphabet City",18,-73.9785952,40.7260601,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","East Chelsea",22,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",750,"Manhattan","Manhattan"
"East Village","Upper West Side North",16,-73.9753676,40.7870106,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","JFK Airport",22,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",200,"Queens","Manhattan"
"East Village","East Chelsea",8,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Lower East Side",4,-73.9842724,40.715033,-73.9815337,40.7264773,"yellow",110,"Manhattan","Manhattan"
"East Village","UN/Turtle Bay South",22,-73.9694292,40.7507161,-73.9815337,40.7264773,"yellow",230,"Manhattan","Manhattan"
"East Village","East Elmhurst",22,-73.8713099,40.7737505,-73.9815337,40.7264773,"yellow",310,"Queens","Manhattan"
"East Village","Stuyvesant Heights",0,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",1310,"Brooklyn","Manhattan"
"East Village","Kips Bay",10,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",260,"Manhattan","Manhattan"
"East Village","Yorkville East",6,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","East Village",2,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",650,"Manhattan","Manhattan"
"East Village","East Village",16,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",300,"Manhattan","Manhattan"
"East Village","Yorkville East",12,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",180,"Manhattan","Manhattan"
"East Village","East Village",8,-73.9815337,40.7264773,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Kips Bay",22,-73.9800645,40.7423292,-73.9815337,40.7264773,"yellow",960,"Manhattan","Manhattan"
"East Village","Times Sq/Theatre District",22,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",830,"Manhattan","Manhattan"
"East Village","Alphabet City",0,-73.9785952,40.7260601,-73.9815337,40.7264773,"yellow",280,"Manhattan","Manhattan"
"East Village","JFK Airport",20,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",290,"Queens","Manhattan"
"East Village","Little Italy/NoLiTa",20,-73.9904233,40.7065737,-73.9815337,40.7264773,"green",120,"Manhattan","Manhattan"
"East Village","Meatpacking/West Village West",12,-74.0085128,40.7406973,-73.9815337,40.7264773,"yellow",190,"Manhattan","Manhattan"
"East Village","Central Park",16,-73.9741874,40.7711329,-73.9815337,40.7264773,"yellow",120,"Manhattan","Manhattan"
"East Village","Meatpacking/West Village West",2,-74.0085128,40.7406973,-73.9815337,40.7264773,"yellow",600,"Manhattan","Manhattan"
"East Village","Lower East Side",18,-73.9842724,40.715033,-73.9815337,40.7264773,"yellow",460,"Manhattan","Manhattan"
"East Village","Flatiron",18,-73.9896986,40.7410605,-73.9815337,40.7264773,"yellow",900,"Manhattan","Manhattan"
"East Village","JFK Airport",16,-73.7781391,40.6413111,-73.9815337,40.7264773,"yellow",240,"Queens","Manhattan"
"East Village","Midtown Center",8,-73.9784137,40.7553676,-73.9815337,40.7264773,"yellow",150,"Manhattan","Manhattan"
"East Village","Murray Hill",12,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",230,"Manhattan","Manhattan"
"East Village","Flatiron",16,-73.9896986,40.7410605,-73.9815337,40.7264773,"yellow",450,"Manhattan","Manhattan"
"East Village","Murray Hill",22,-73.9756567,40.7478792,-73.9815337,40.7264773,"yellow",630,"Manhattan","Manhattan"
"East Village","SoHo",18,-74.0029883,40.723301,-73.9815337,40.7264773,"yellow",750,"Manhattan","Manhattan"
"East Village","Penn Station/Madison Sq West",2,-73.9880662,40.7433858,-73.9815337,40.7264773,"yellow",300,"Manhattan","Manhattan"
"East Village","Garment District",10,-73.9916342,40.7547072,-73.9815337,40.7264773,"yellow",380,"Manhattan","Manhattan"
"East Village","Williamsburg (North Side)",18,-73.9634429,40.7190424,-73.9815337,40.7264773,"green",228,"Brooklyn","Manhattan"
"East Village","Times Sq/Theatre District",2,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",140,"Manhattan","Manhattan"
"East Village","Little Italy/NoLiTa",22,-73.9954909,40.7228971,-73.9815337,40.7264773,"yellow",1720,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",2,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",910,"Brooklyn","Manhattan"
"East Village","East Elmhurst",10,-73.8713099,40.7737505,-73.9815337,40.7264773,"yellow",180,"Queens","Manhattan"
"East Village","East Chelsea",12,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",200,"Manhattan","Manhattan"
"East Village","Battery Park",20,-74.0170279,40.7032775,-73.9815337,40.7264773,"yellow",100,"Manhattan","Manhattan"
"East Village","Midtown East",22,-73.9668408,40.7540369,-73.9815337,40.7264773,"yellow",510,"Manhattan","Manhattan"
"East Village","Times Sq/Theatre District",20,-73.9841274,40.7592686,-73.9815337,40.7264773,"yellow",570,"Manhattan","Manhattan"
"East Village","Stuyvesant Heights",14,-73.9880663,40.7299553,-73.9815337,40.7264773,"yellow",640,"Brooklyn","Manhattan"
"East Village","Upper West Side North",20,-73.9753676,40.7870106,-73.9815337,40.7264773,"yellow",160,"Manhattan","Manhattan"
"East Village","Yorkville East",20,-73.9492079,40.7762231,-73.9815337,40.7264773,"yellow",350,"Manhattan","Manhattan"
"East Village","Financial District North",18,-74.0112764,40.7074909,-73.9815337,40.7264773,"yellow",570,"Manhattan","Manhattan"
"East Village","East Chelsea",20,-74.0013737,40.7465004,-73.9815337,40.7264773,"yellow",740,"Manhattan","Manhattan"
