pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,n
Woodside,Sunnyside,20,-73.9036487,40.7512123,-73.9196324,40.7432759,403
Astoria,Jackson Heights,18,-73.9234619,40.7643574,-73.8830701,40.7556818,404
Prospect Heights,Prospect Heights,16,-73.9668408,40.6774196,-73.9668408,40.6774196,404
Williamsburg (North Side),Williamsburg (North Side),12,-73.9634429,40.7190424,-73.9634429,40.7190424,404
Hamilton Heights,Washington Heights North,20,-73.9496079,40.8259597,-73.9393554,40.8417082,405
Long Island City/Hunters Point,Long Island City/Hunters Point,16,-73.95639,40.74128,-73.95639,40.74128,405
Astoria,Astoria,4,-73.9234619,40.7643574,-73.9234619,40.7643574,406
Cobble Hill,Cobble Hill,18,-73.9962255,40.686536,-73.9962255,40.686536,406
East Harlem North,Washington Heights North,14,-73.9464769,40.8115504,-73.9393554,40.8417082,406
East Harlem North,Washington Heights North,22,-73.9464769,40.8115504,-73.9393554,40.8417082,406
East Harlem North,Bloomingdale,8,-73.9464769,40.8115504,-73.9697795,40.7988958,407
Morningside Heights,Central Harlem,20,-73.9624327,40.8089564,-73.9538699,40.7988378,408
Morningside Heights,Morningside Heights,12,-73.9624327,40.8089564,-73.9624327,40.8089564,408
Forest Hills,Flushing Meadows-Corona Park,18,-73.8448469,40.718106,-73.8448469,40.7428054,409
Boerum Hill,Cobble Hill,20,-73.9844722,40.6848689,-73.9962255,40.686536,410
Boerum Hill,Marine Park/Floyd Bennett Field,18,-73.9844722,40.6848689,-73.9441579,40.6781784,410
Central Harlem,Lincoln Square East,14,-73.9538699,40.7988378,-73.9844722,40.773828,410
Manhattanville,Morningside Heights,8,-73.9558333,40.8169443,-73.9624327,40.8089564,410
Randalls Island,Yorkville East,16,-73.9271644,40.7891291,-73.9492079,40.7762231,410
Elmhurst/Maspeth,Corona,2,-73.8932385,40.7395973,-73.8642613,40.7449859,411
Park Slope,Park Slope,12,-73.9805817,40.6681038,-73.9805817,40.6681038,411
Williamsburg (North Side),Marine Park/Floyd Bennett Field,0,-73.9634429,40.7190424,-73.9441579,40.6781784,412
Hamilton Heights,Washington Heights North,18,-73.9496079,40.8259597,-73.9393554,40.8417082,414
Elmhurst/Maspeth,Jackson Heights,10,-73.8932385,40.7395973,-73.8830701,40.7556818,415
Boerum Hill,Boerum Hill,22,-73.9844722,40.6848689,-73.9844722,40.6848689,416
East Harlem North,Manhattanville,6,-73.9464769,40.8115504,-73.9558333,40.8169443,416
East Harlem North,Morningside Heights,22,-73.9464769,40.8115504,-73.9624327,40.8089564,416
Elmhurst/Maspeth,Jackson Heights,8,-73.8932385,40.7395973,-73.8830701,40.7556818,416
Randalls Island,Yorkville East,18,-73.9271644,40.7891291,-73.9492079,40.7762231,416
Williamsburg (South Side),Clinton Hill,22,-73.9517335,40.7079936,-73.9639021,40.6893665,416
Woodside,Sunnyside,18,-73.9036487,40.7512123,-73.9196324,40.7432759,416
Astoria,Woodside,20,-73.9234619,40.7643574,-73.9036487,40.7512123,417
Boerum Hill,Fort Greene,16,-73.9844722,40.6848689,-73.9741874,40.6920638,418
Fort Greene,Prospect Heights,20,-73.9741874,40.6920638,-73.9668408,40.6774196,418
Prospect Heights,Marine Park/Floyd Bennett Field,20,-73.9668408,40.6774196,-73.9441579,40.6781784,418
Williamsburg (North Side),East Village,2,-73.9634429,40.7190424,-73.9815337,40.7264773,418
Central Harlem,Hamilton Heights,12,-73.9538699,40.7988378,-73.9496079,40.8259597,419
Hamilton Heights,Hamilton Heights,0,-73.9496079,40.8259597,-73.9496079,40.8259597,420
Jackson Heights,Jackson Heights,12,-73.8830701,40.7556818,-73.8830701,40.7556818,420
Williamsburg (North Side),Bushwick North,4,-73.9634429,40.7190424,-73.9212858,40.6944282,421
Homecrest,Manhattan Beach,18,-73.9583652,40.5942311,-73.9389213,40.578158,422
Williamsburg (North Side),Williamsburg (North Side),10,-73.9634429,40.7190424,-73.9634429,40.7190424,422
Elmhurst/Maspeth,Woodside,14,-73.8932385,40.7395973,-73.9036487,40.7512123,423
Williamsburg (South Side),Greenpoint,20,-73.9517335,40.7079936,-73.9418603,40.7245448,423
Morningside Heights,Bloomingdale,8,-73.9624327,40.8089564,-73.9697795,40.7988958,424
Williamsburg (North Side),East Village,22,-73.9634429,40.7190424,-73.9815337,40.7264773,424
Stuyvesant Heights,Stuyvesant Heights,0,-73.9330981,40.6882279,-73.9330981,40.6882279,425
Boerum Hill,Marine Park/Floyd Bennett Field,22,-73.9844722,40.6848689,-73.9441579,40.6781784,426
Cobble Hill,Boerum Hill,16,-73.9962255,40.686536,-73.9844722,40.6848689,427
Hamilton Heights,Washington Heights North,16,-73.9496079,40.8259597,-73.9393554,40.8417082,428
Woodside,Woodside,16,-73.9036487,40.7512123,-73.9036487,40.7512123,428
Forest Hills,Forest Hills,0,-73.8448469,40.718106,-73.8448469,40.718106,429
Williamsburg (North Side),Prospect Heights,22,-73.9634429,40.7190424,-73.9668408,40.6774196,429
Woodside,Astoria,20,-73.9036487,40.7512123,-73.9234619,40.7643574,429
Marine Park/Floyd Bennett Field,Stuyvesant Heights,22,-73.9441579,40.6781784,-73.9330981,40.6882279,431
Fort Greene,Prospect Heights,18,-73.9741874,40.6920638,-73.9668408,40.6774196,432
Boerum Hill,Cobble Hill,18,-73.9844722,40.6848689,-73.9962255,40.686536,433
Greenpoint,Williamsburg (North Side),18,-73.9418603,40.7245448,-73.9634429,40.7190424,433
Washington Heights North,Highbridge Park,16,-73.9393554,40.8417082,-73.9332427,40.8433959,433
Washington Heights North,Washington Heights North,12,-73.9393554,40.8417082,-73.9393554,40.8417082,433
East Harlem North,Upper West Side North,12,-73.9464769,40.8115504,-73.9753676,40.7870106,434
Elmhurst/Maspeth,Corona,22,-73.8932385,40.7395973,-73.8642613,40.7449859,434
Prospect Heights,Park Slope,20,-73.9668408,40.6774196,-73.9805817,40.6681038,434
Williamsburg (South Side),Williamsburg (South Side),18,-73.9517335,40.7079936,-73.9517335,40.7079936,434
Central Harlem,East Harlem North,2,-73.9538699,40.7988378,-73.9464769,40.8115504,435
Fort Greene,Marine Park/Floyd Bennett Field,20,-73.9741874,40.6920638,-73.9441579,40.6781784,435
Park Slope,Park Slope,8,-73.9805817,40.6681038,-73.9805817,40.6681038,436
Manhattanville,Hamilton Heights,16,-73.9558333,40.8169443,-73.9496079,40.8259597,437
Morningside Heights,East Harlem North,10,-73.9624327,40.8089564,-73.9464769,40.8115504,437
Morningside Heights,Lincoln Square East,14,-73.9624327,40.8089564,-73.9844722,40.773828,437
Randalls Island,Central Harlem,12,-73.9271644,40.7891291,-73.9538699,40.7988378,437
Astoria,Queensboro Hill,20,-73.9234619,40.7643574,-73.940358,40.7509287,438
Central Harlem,Upper East Side North,6,-73.9538699,40.7988378,-73.9565551,40.7735649,438
Washington Heights North,Washington Heights North,10,-73.9393554,40.8417082,-73.9393554,40.8417082,438
Williamsburg (North Side),Williamsburg (South Side),4,-73.9634429,40.7190424,-73.9517335,40.7079936,439
East Harlem North,Upper West Side North,8,-73.9464769,40.8115504,-73.9753676,40.7870106,440
Morningside Heights,Manhattanville,18,-73.9624327,40.8089564,-73.9558333,40.8169443,440
Morningside Heights,Morningside Heights,10,-73.9624327,40.8089564,-73.9624327,40.8089564,440
Williamsburg (North Side),Long Island City/Hunters Point,2,-73.9634429,40.7190424,-73.95639,40.74128,441
Williamsburg (South Side),Clinton Hill,0,-73.9517335,40.7079936,-73.9639021,40.6893665,441
Williamsburg (South Side),Greenpoint,2,-73.9517335,40.7079936,-73.9418603,40.7245448,441
Forest Hills,Forest Hills,8,-73.8448469,40.718106,-73.8448469,40.718106,442
Manhattanville,Hamilton Heights,18,-73.9558333,40.8169443,-73.9496079,40.8259597,442
Williamsburg (North Side),East Williamsburg,22,-73.9634429,40.7190424,-73.9330429,40.7158762,442
Steinway,Astoria,2,-73.9124667,40.7669996,-73.9234619,40.7643574,443
Williamsburg (North Side),Long Island City/Hunters Point,16,-73.9634429,40.7190424,-73.95639,40.74128,443
Williamsburg (South Side),East Williamsburg,0,-73.9517335,40.7079936,-73.9330429,40.7158762,443
Astoria,Woodside,16,-73.9234619,40.7643574,-73.9036487,40.7512123,444
Elmhurst/Maspeth,Elmhurst/Maspeth,16,-73.8932385,40.7395973,-73.8932385,40.7395973,444
Park Slope,Boerum Hill,16,-73.9805817,40.6681038,-73.9844722,40.6848689,444
Astoria,Jackson Heights,22,-73.9234619,40.7643574,-73.8830701,40.7556818,445
Briarwood/Jamaica Hills,Kew Gardens,18,-73.8273848,40.7126936,-73.8272029,40.705695,445
East Harlem North,Washington Heights North,16,-73.9464769,40.8115504,-73.9393554,40.8417082,445
Central Harlem,Lenox Hill East,10,-73.9538699,40.7988378,-73.9602312,40.7662315,447
Forest Hills,Flushing Meadows-Corona Park,20,-73.8448469,40.718106,-73.8448469,40.7428054,448
Rego Park,Rego Park,16,-73.8624893,40.7255722,-73.8624893,40.7255722,448
Washington Heights North,Hamilton Heights,14,-73.9393554,40.8417082,-73.9496079,40.8259597,448
Downtown Brooklyn/MetroTech,Fort Greene,20,-73.9861433,40.6942409,-73.9741874,40.6920638,449
Morningside Heights,Manhattanville,16,-73.9624327,40.8089564,-73.9558333,40.8169443,450
Stuyvesant Heights,Stuyvesant Heights,22,-73.9330981,40.6882279,-73.9330981,40.6882279,450
Steinway,Steinway,6,-73.9124667,40.7669996,-73.9124667,40.7669996,451
Boerum Hill,Marine Park/Floyd Bennett Field,20,-73.9844722,40.6848689,-73.9441579,40.6781784,453
Elmhurst,Jackson Heights,18,-73.8801301,40.737975,-73.8830701,40.7556818,453
Forest Hills,Briarwood/Jamaica Hills,20,-73.8448469,40.718106,-73.8273848,40.7126936,453
Washington Heights North,Hamilton Heights,18,-73.9393554,40.8417082,-73.9496079,40.8259597,453
Hamilton Heights,Morningside Heights,8,-73.9496079,40.8259597,-73.9624327,40.8089564,455
Central Harlem,Hamilton Heights,0,-73.9538699,40.7988378,-73.9496079,40.8259597,457
Forest Hills,Forest Hills,12,-73.8448469,40.718106,-73.8448469,40.718106,457
Elmhurst/Maspeth,East Elmhurst,14,-73.8932385,40.7395973,-73.8713099,40.7737505,458
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,12,-73.9441579,40.6781784,-73.9441579,40.6781784,458
Woodside,Maspeth,18,-73.9036487,40.7512123,-73.9065883,40.7294018,458
Astoria,Jackson Heights,20,-73.9234619,40.7643574,-73.8830701,40.7556818,459
Fort Greene,Clinton Hill,22,-73.9741874,40.6920638,-73.9639021,40.6893665,459
Jamaica,Jamaica,22,-73.7889689,40.702677,-73.7889689,40.702677,459
Elmhurst,Elmhurst,16,-73.8801301,40.737975,-73.8801301,40.737975,460
Elmhurst/Maspeth,Elmhurst,16,-73.8932385,40.7395973,-73.8801301,40.737975,460
Jackson Heights,North Corona,18,-73.8830701,40.7556818,-73.8624893,40.7502698,461
Steinway,Astoria Park,0,-73.9124667,40.7669996,-73.9215888,40.7796684,461
Williamsburg (North Side),South Williamsburg,0,-73.9634429,40.7190424,-73.9701967,40.7085692,462
Forest Hills,Rego Park,0,-73.8448469,40.718106,-73.8624893,40.7255722,463
Greenpoint,Williamsburg (North Side),20,-73.9418603,40.7245448,-73.9634429,40.7190424,463
Astoria,Woodside,22,-73.9234619,40.7643574,-73.9036487,40.7512123,464
Boerum Hill,Fort Greene,20,-73.9844722,40.6848689,-73.9741874,40.6920638,464
Astoria,Sunnyside,22,-73.9234619,40.7643574,-73.9196324,40.7432759,466
Jamaica,Jamaica,18,-73.7889689,40.702677,-73.7889689,40.702677,466
Morningside Heights,Hamilton Heights,18,-73.9624327,40.8089564,-73.9496079,40.8259597,466
Astoria,Jackson Heights,0,-73.9234619,40.7643574,-73.8830701,40.7556818,467
Central Harlem,Lincoln Square East,10,-73.9538699,40.7988378,-73.9844722,40.773828,467
Randalls Island,Central Harlem,20,-73.9271644,40.7891291,-73.9538699,40.7988378,467
East Harlem North,Bloomingdale,10,-73.9464769,40.8115504,-73.9697795,40.7988958,468
Elmhurst/Maspeth,Elmhurst/Maspeth,0,-73.8932385,40.7395973,-73.8932385,40.7395973,469
Central Harlem,Randalls Island,22,-73.9538699,40.7988378,-73.9271644,40.7891291,470
Hamilton Heights,Washington Heights North,8,-73.9496079,40.8259597,-73.9393554,40.8417082,470
Washington Heights North,Washington Heights North,8,-73.9393554,40.8417082,-73.9393554,40.8417082,470
Williamsburg (South Side),Williamsburg (North Side),18,-73.9517335,40.7079936,-73.9634429,40.7190424,470
Long Island City/Hunters Point,Williamsburg (North Side),20,-73.95639,40.74128,-73.9634429,40.7190424,471
Prospect Heights,Prospect Heights,22,-73.9668408,40.6774196,-73.9668408,40.6774196,472
Williamsburg (South Side),Stuyvesant Heights,2,-73.9517335,40.7079936,-73.9330981,40.6882279,472
Rego Park,Corona,16,-73.8624893,40.7255722,-73.8642613,40.7449859,473
Forest Hills,Rego Park,14,-73.8448469,40.718106,-73.8624893,40.7255722,476
East Harlem North,Washington Heights North,20,-73.9464769,40.8115504,-73.9393554,40.8417082,477
Williamsburg (North Side),East Village,0,-73.9634429,40.7190424,-73.9815337,40.7264773,477
Woodside,Woodside,20,-73.9036487,40.7512123,-73.9036487,40.7512123,477
Marine Park/Floyd Bennett Field,Stuyvesant Heights,16,-73.9441579,40.6781784,-73.9330981,40.6882279,478
Williamsburg (North Side),Williamsburg (North Side),8,-73.9634429,40.7190424,-73.9634429,40.7190424,478
Astoria,Queensboro Hill,14,-73.9234619,40.7643574,-73.940358,40.7509287,479
Morningside Heights,Bloomingdale,10,-73.9624327,40.8089564,-73.9697795,40.7988958,479
Randalls Island,Central Harlem,16,-73.9271644,40.7891291,-73.9538699,40.7988378,480
Stuyvesant Heights,Stuyvesant Heights,18,-73.9330981,40.6882279,-73.9330981,40.6882279,480
Prospect Heights,Park Slope,18,-73.9668408,40.6774196,-73.9805817,40.6681038,481
Astoria,Queensboro Hill,10,-73.9234619,40.7643574,-73.940358,40.7509287,483
Elmhurst,Elmhurst,20,-73.8801301,40.737975,-73.8801301,40.737975,484
Williamsburg (North Side),East Williamsburg,2,-73.9634429,40.7190424,-73.9330429,40.7158762,484
Jackson Heights,Corona,4,-73.8830701,40.7556818,-73.8642613,40.7449859,486
East Harlem North,Morningside Heights,6,-73.9464769,40.8115504,-73.9624327,40.8089564,487
Downtown Brooklyn/MetroTech,Fort Greene,16,-73.9861433,40.6942409,-73.9741874,40.6920638,488
Elmhurst/Maspeth,Elmhurst/Maspeth,20,-73.8932385,40.7395973,-73.8932385,40.7395973,488
Elmhurst/Maspeth,North Corona,0,-73.8932385,40.7395973,-73.8624893,40.7502698,488
Morningside Heights,Hamilton Heights,16,-73.9624327,40.8089564,-73.9496079,40.8259597,488
Williamsburg (South Side),Stuyvesant Heights,22,-73.9517335,40.7079936,-73.9330981,40.6882279,489
Boerum Hill,Park Slope,14,-73.9844722,40.6848689,-73.9805817,40.6681038,490
Downtown Brooklyn/MetroTech,Clinton Hill,18,-73.9861433,40.6942409,-73.9639021,40.6893665,490
Williamsburg (North Side),Stuyvesant Heights,2,-73.9634429,40.7190424,-73.9330981,40.6882279,491
East Harlem North,Upper East Side North,12,-73.9464769,40.8115504,-73.9565551,40.7735649,492
Elmhurst/Maspeth,Elmhurst/Maspeth,18,-73.8932385,40.7395973,-73.8932385,40.7395973,492
Manhattanville,East Harlem North,20,-73.9558333,40.8169443,-73.9464769,40.8115504,492
Washington Heights North,Washington Heights North,18,-73.9393554,40.8417082,-73.9393554,40.8417082,492
Boerum Hill,Prospect Heights,16,-73.9844722,40.6848689,-73.9668408,40.6774196,493
Park Slope,Prospect Heights,20,-73.9805817,40.6681038,-73.9668408,40.6774196,494
Boerum Hill,Boerum Hill,16,-73.9844722,40.6848689,-73.9844722,40.6848689,495
Morningside Heights,Morningside Heights,14,-73.9624327,40.8089564,-73.9624327,40.8089564,496
Steinway,Jackson Heights,22,-73.9124667,40.7669996,-73.8830701,40.7556818,496
Yorkville East,Central Harlem,8,-73.9492079,40.7762231,-73.9538699,40.7988378,497
Randalls Island,Central Harlem,10,-73.9271644,40.7891291,-73.9538699,40.7988378,498
Woodside,Astoria,18,-73.9036487,40.7512123,-73.9234619,40.7643574,498
Jackson Heights,Elmhurst/Maspeth,8,-73.8830701,40.7556818,-73.8932385,40.7395973,499
East Harlem North,Bloomingdale,22,-73.9464769,40.8115504,-73.9697795,40.7988958,500
Long Island City/Hunters Point,Williamsburg (North Side),18,-73.95639,40.74128,-73.9634429,40.7190424,500
Morningside Heights,East Harlem North,12,-73.9624327,40.8089564,-73.9464769,40.8115504,500
Randalls Island,Central Harlem,14,-73.9271644,40.7891291,-73.9538699,40.7988378,501
Washington Heights North,Hamilton Heights,16,-73.9393554,40.8417082,-73.9496079,40.8259597,501
East Harlem North,Central Harlem,2,-73.9464769,40.8115504,-73.9538699,40.7988378,502
Marine Park/Floyd Bennett Field,Stuyvesant Heights,20,-73.9441579,40.6781784,-73.9330981,40.6882279,502
East Harlem North,Randalls Island,20,-73.9464769,40.8115504,-73.9271644,40.7891291,503
Morningside Heights,Central Harlem,14,-73.9624327,40.8089564,-73.9538699,40.7988378,503
Williamsburg (North Side),Stuyvesant Heights,22,-73.9634429,40.7190424,-73.9330981,40.6882279,504
Prospect Heights,Marine Park/Floyd Bennett Field,22,-73.9668408,40.6774196,-73.9441579,40.6781784,505
Park Slope,Prospect Heights,16,-73.9805817,40.6681038,-73.9668408,40.6774196,506
Astoria,Sunnyside,20,-73.9234619,40.7643574,-73.9196324,40.7432759,508
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,0,-73.9441579,40.6781784,-73.9441579,40.6781784,509
Elmhurst/Maspeth,Elmhurst/Maspeth,22,-73.8932385,40.7395973,-73.8932385,40.7395973,510
Long Island City/Hunters Point,Long Island City/Hunters Point,18,-73.95639,40.74128,-73.95639,40.74128,510
Woodside,Jackson Heights,20,-73.9036487,40.7512123,-73.8830701,40.7556818,510
Stuyvesant Heights,Stuyvesant Heights,20,-73.9330981,40.6882279,-73.9330981,40.6882279,511
Astoria,Astoria Park,16,-73.9234619,40.7643574,-73.9215888,40.7796684,513
Boerum Hill,Clinton Hill,16,-73.9844722,40.6848689,-73.9639021,40.6893665,513
Boerum Hill,Clinton Hill,22,-73.9844722,40.6848689,-73.9639021,40.6893665,514
Long Island City/Hunters Point,Long Island City/Hunters Point,10,-73.95639,40.74128,-73.95639,40.74128,515
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,14,-73.9441579,40.6781784,-73.9441579,40.6781784,516
Morningside Heights,Morningside Heights,8,-73.9624327,40.8089564,-73.9624327,40.8089564,516
Central Harlem,Randalls Island,8,-73.9538699,40.7988378,-73.9271644,40.7891291,517
Morningside Heights,Bloomingdale,20,-73.9624327,40.8089564,-73.9697795,40.7988958,519
Central Harlem,Lenox Hill East,14,-73.9538699,40.7988378,-73.9602312,40.7662315,520
Brooklyn Heights,Cobble Hill,16,-73.9932872,40.6960105,-73.9962255,40.686536,521
Central Harlem,Hamilton Heights,14,-73.9538699,40.7988378,-73.9496079,40.8259597,521
Elmhurst,Elmhurst,18,-73.8801301,40.737975,-73.8801301,40.737975,522
Astoria,Woodside,18,-73.9234619,40.7643574,-73.9036487,40.7512123,523
East Harlem North,Yorkville East,8,-73.9464769,40.8115504,-73.9492079,40.7762231,524
Williamsburg (North Side),Williamsburg (South Side),16,-73.9634429,40.7190424,-73.9517335,40.7079936,524
Morningside Heights,Morningside Heights,18,-73.9624327,40.8089564,-73.9624327,40.8089564,525
Park Slope,Park Slope,14,-73.9805817,40.6681038,-73.9805817,40.6681038,525
East Harlem North,Upper East Side North,14,-73.9464769,40.8115504,-73.9565551,40.7735649,526
Williamsburg (North Side),East Williamsburg,0,-73.9634429,40.7190424,-73.9330429,40.7158762,526
Astoria,Astoria Park,22,-73.9234619,40.7643574,-73.9215888,40.7796684,527
Williamsburg (South Side),Bushwick North,22,-73.9517335,40.7079936,-73.9212858,40.6944282,527
Fort Greene,Clinton Hill,16,-73.9741874,40.6920638,-73.9639021,40.6893665,528
Washington Heights North,Washington Heights North,16,-73.9393554,40.8417082,-73.9393554,40.8417082,528
Astoria,Queensboro Hill,18,-73.9234619,40.7643574,-73.940358,40.7509287,529
Rego Park,Rego Park,18,-73.8624893,40.7255722,-73.8624893,40.7255722,529
East Harlem North,Washington Heights North,18,-73.9464769,40.8115504,-73.9393554,40.8417082,530
Morningside Heights,Upper West Side North,8,-73.9624327,40.8089564,-73.9753676,40.7870106,530
Steinway,East Elmhurst,16,-73.9124667,40.7669996,-73.8713099,40.7737505,530
East Harlem North,Bloomingdale,12,-73.9464769,40.8115504,-73.9697795,40.7988958,531
Williamsburg (North Side),Clinton Hill,0,-73.9634429,40.7190424,-73.9639021,40.6893665,531
Williamsburg (South Side),Williamsburg (South Side),20,-73.9517335,40.7079936,-73.9517335,40.7079936,531
Elmhurst/Maspeth,Elmhurst,18,-73.8932385,40.7395973,-73.8801301,40.737975,532
Morningside Heights,Lincoln Square East,16,-73.9624327,40.8089564,-73.9844722,40.773828,533
