"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"Kips Bay","Little Italy/NoLiTa",10,-73.9800645,40.7423292,-73.9954909,40.7228971,920,"yellow"
"Kips Bay","Midtown North",6,-73.9800645,40.7423292,-73.9840195,40.7549309,920,"yellow"
"Kips Bay","Midtown North",18,-73.9800645,40.7423292,-73.9840195,40.7549309,920,"yellow"
"Lenox Hill East","Lincoln Square East",6,-73.9602312,40.7662315,-73.9844722,40.773828,920,"yellow"
"Lenox Hill East","Penn Station/Madison Sq West",16,-73.9602312,40.7662315,-73.9880662,40.7433858,920,"yellow"
"Little Italy/NoLiTa","Midtown Center",22,-73.9954909,40.7228971,-73.9784137,40.7553676,920,"yellow"
"Long Island City/Queens Plaza","Long Island City/Queens Plaza",8,-73.9373702,40.7487173,-73.9373702,40.7487173,920,"yellow"
"Meatpacking/West Village West","Little Italy/NoLiTa",16,-74.0085128,40.7406973,-73.9954909,40.7228971,920,"yellow"
"Meatpacking/West Village West","Times Sq/Theatre District",16,-74.0085128,40.7406973,-73.9841274,40.7592686,920,"yellow"
"Midtown Center","Financial District North",10,-73.9784137,40.7553676,-74.0112764,40.7074909,920,"yellow"
"Midtown East","Gramercy",22,-73.9668408,40.7540369,-73.9818443,40.7376407,920,"yellow"
"Midtown East","Upper West Side North",14,-73.9668408,40.7540369,-73.9753676,40.7870106,920,"yellow"
"Midtown North","Lenox Hill East",22,-73.9840195,40.7549309,-73.9602312,40.7662315,920,"yellow"
"Murray Hill","Flatiron",14,-73.9756567,40.7478792,-73.9896986,40.7410605,920,"yellow"
"Murray Hill","Stuyvesant Heights",14,-73.9756567,40.7478792,-73.9880663,40.7299553,920,"yellow"
"Penn Station/Madison Sq West","West Village",22,-73.9880662,40.7433858,-74.0035709,40.735781,920,"yellow"
"SoHo","Penn Station/Madison Sq West",12,-74.0029883,40.723301,-73.9880662,40.7433858,920,"yellow"
"SoHo","Stuyvesant Heights",0,-74.0029883,40.723301,-73.9880663,40.7299553,920,"yellow"
"Stuyvesant Heights","Chinatown",22,-73.9880663,40.7299553,-73.9970307,40.7157509,920,"yellow"
"Sutton Place/Turtle Bay North","Murray Hill",16,-73.9601669,40.7580204,-73.9756567,40.7478792,920,"yellow"
"Times Sq/Theatre District","JFK Airport",4,-73.9841274,40.7592686,-73.7781391,40.6413111,920,"yellow"
"Times Sq/Theatre District","Stuyvesant Heights",0,-73.9841274,40.7592686,-73.9880663,40.7299553,920,"yellow"
"Union Sq","Lower East Side",20,-73.9910835,40.7358633,-73.9842724,40.715033,920,"yellow"
"Upper East Side North","Clinton East",14,-73.9565551,40.7735649,-73.9918181,40.7637581,920,"yellow"
"Upper West Side North","Lenox Hill East",6,-73.9753676,40.7870106,-73.9602312,40.7662315,920,"yellow"
"Yorkville East","Bloomingdale",10,-73.9492079,40.7762231,-73.9697795,40.7988958,920,"yellow"
"Yorkville East","Garment District",14,-73.9492079,40.7762231,-73.9916342,40.7547072,920,"yellow"
"Yorkville East","Murray Hill",20,-73.9492079,40.7762231,-73.9756567,40.7478792,920,"yellow"
"Central Harlem","Yorkville East",6,-73.9538699,40.7988378,-73.9492079,40.7762231,910,"yellow"
"East Chelsea","Kips Bay",18,-74.0013737,40.7465004,-73.9800645,40.7423292,910,"yellow"
"East Chelsea","Midtown Center",22,-74.0013737,40.7465004,-73.9784137,40.7553676,910,"yellow"
"East Village","Little Italy/NoLiTa",18,-73.9815337,40.7264773,-73.9954909,40.7228971,910,"yellow"
"Flatiron","Upper West Side North",20,-73.9896986,40.7410605,-73.9753676,40.7870106,910,"yellow"
"Garment District","Central Harlem",22,-73.9916342,40.7547072,-73.9538699,40.7988378,910,"yellow"
"Garment District","Lower East Side",22,-73.9916342,40.7547072,-73.9842724,40.715033,910,"yellow"
"Gramercy","Stuyvesant Heights",10,-73.9818443,40.7376407,-73.9880663,40.7299553,910,"yellow"
"Kips Bay","Gramercy",18,-73.9800645,40.7423292,-73.9818443,40.7376407,910,"yellow"
"Kips Bay","Midtown Center",22,-73.9800645,40.7423292,-73.9784137,40.7553676,910,"yellow"
"Kips Bay","UN/Turtle Bay South",20,-73.9800645,40.7423292,-73.9694292,40.7507161,910,"yellow"
"Lincoln Square East","Morningside Heights",10,-73.9844722,40.773828,-73.9624327,40.8089564,910,"yellow"
"Lincoln Square East","Morningside Heights",16,-73.9844722,40.773828,-73.9624327,40.8089564,910,"yellow"
"Little Italy/NoLiTa","Financial District North",20,-73.9954909,40.7228971,-74.0112764,40.7074909,910,"yellow"
"Little Italy/NoLiTa","Kips Bay",18,-73.9954909,40.7228971,-73.9800645,40.7423292,910,"yellow"
"Little Italy/NoLiTa","Penn Station/Madison Sq West",0,-73.9954909,40.7228971,-73.9880662,40.7433858,910,"yellow"
